1587201110,1.9,4.2
1587201120,1.9,4.4
1587201130,1.9,4.5
1587201140,1.9,4.6
1587201150,1.9,4.4
1587201160,1.9,4.4
1587201170,1.8,4.0
1587201180,1.8,4.0
1587201190,1.8,4.0
1587201200,1.8,4.0
1587201210,1.8,4.1
1587201220,1.8,4.1
1587201230,1.8,4.1
1587201240,1.9,4.1
1587201250,1.9,4.1
1587201260,1.9,3.6
1587201270,1.9,3.7
1587201280,1.9,3.8
1587201290,1.9,3.8
1587201300,2.0,3.8
1587201310,2.0,3.9
1587201320,2.0,3.9
1587201330,2.1,4.1
1587201340,2.1,4.5
1587201350,2.0,4.3
1587201360,2.0,4.4
1587201370,2.1,4.6
1587201380,2.1,4.5
1587201390,2.1,4.5
1587201400,2.2,5.1
1587201410,2.2,5.5
1587201420,2.3,5.5
1587201430,2.3,5.6
1587201440,2.3,5.5
1587201450,2.3,5.5
1587201460,2.3,5.7
1587201470,2.4,5.8
1587201480,2.4,5.8
1587201490,2.4,5.9
1587201500,2.4,5.9
1587201510,2.5,5.8
1587201520,2.5,5.8
1587201530,2.6,5.9
1587201540,2.6,6.1
1587201550,2.6,6.1
1587201560,2.8,6.3
1587201570,2.8,6.2
1587201580,2.8,6.1
1587201590,2.8,6.3
1587201600,2.7,6.3
1587201610,2.7,6.2
1587201620,2.6,6.1
1587201630,2.6,5.9
1587201640,2.5,5.5
1587201650,2.6,5.5
1587201660,2.6,6.4
1587201670,2.6,6.2
1587201680,2.6,6.2
1587201690,2.6,6.3
1587201700,2.5,5.7
1587201710,2.4,5.4
1587201720,2.4,5.4
1587201730,2.3,5.1
1587201740,2.3,5.1
1587201750,2.3,5.1
1587201760,2.3,4.8
1587201770,2.4,4.9
1587201780,2.3,4.9
1587201790,2.3,4.8
1587201800,2.3,4.7
1587201810,2.2,4.7
1587201820,2.2,4.8
1587201830,2.2,4.7
1587201840,2.1,4.6
1587201850,2.2,4.8
1587201860,2.0,4.7
1587201870,2.0,4.8
1587201880,2.1,4.8
1587201890,2.0,4.6
1587201900,2.0,4.8
1587201910,2.1,5.1
1587201920,2.2,5.3
1587201930,2.2,5.4
1587201940,2.2,5.3
1587201950,2.2,5.3
1587201960,2.2,4.2
1587201970,2.1,4.4
1587201980,2.2,4.6
1587201990,2.1,4.4
1587202000,2.2,4.6
1587202010,2.1,4.6
1587202020,2.2,4.5
1587202030,2.2,4.5
1587202040,2.2,4.6
1587202050,2.2,4.7
1587202060,2.2,4.7
1587202070,2.2,4.5
1587202080,2.2,4.7
1587202090,2.2,4.5
1587202100,2.2,4.6
1587202110,2.2,4.6
1587202120,2.2,5.0
1587202130,2.2,5.2
1587202140,2.2,5.1
1587202150,2.2,5.0
1587202160,2.2,4.9
1587202170,2.2,5.0
1587202180,2.1,5.3
1587202190,2.2,5.5
1587202200,2.2,5.2
1587202210,2.1,4.9
1587202220,2.1,4.8
1587202230,2.1,4.8
1587202240,2.1,4.9
1587202250,2.2,4.9
1587202260,2.2,5.0
1587202270,2.2,4.8
1587202280,2.2,4.7
1587202290,2.2,5.0
1587202300,2.2,4.8
1587202310,2.3,5.0
1587202320,2.2,5.2
1587202330,2.2,5.3
1587202340,2.2,5.2
1587202350,2.2,5.2
1587202360,2.3,5.6
1587202370,2.2,5.5
1587202380,2.3,5.5
1587202390,2.4,5.7
1587202400,2.4,5.6
1587202410,2.4,5.7
1587202420,2.4,5.3
1587202430,2.4,6.1
1587202440,2.5,6.2
1587202450,2.5,6.3
1587202460,3.0,7.3
1587202470,3.0,7.2
1587202480,3.1,7.0
1587202490,3.0,7.1
1587202500,3.0,7.2
1587202510,3.1,7.4
1587202520,3.0,7.9
1587202530,3.0,8.0
1587202540,3.1,8.4
1587202550,3.1,8.5
1587202560,3.1,8.4
1587202570,3.2,8.5
1587202580,3.2,8.4
1587202590,3.3,8.6
1587202600,3.3,8.6
1587202610,3.4,9.2
1587202620,3.4,9.0
1587202630,3.5,9.2
1587202640,3.4,9.3
1587202650,3.5,9.3
1587202660,3.4,9.2
1587202670,3.5,9.3
1587202680,3.5,9.2
1587202690,3.5,9.6
1587202700,3.6,9.6
1587202710,3.5,9.6
1587202720,3.5,9.5
1587202730,3.5,8.5
1587202740,3.4,8.5
1587202750,3.4,8.4
1587202760,2.9,7.5
1587202770,2.9,7.7
1587202780,3.1,8.0
1587202790,3.2,7.9
1587202800,3.2,7.9
1587202810,3.1,7.8
1587202820,3.2,7.2
1587202830,3.2,7.3
1587202840,3.3,7.1
1587202850,3.3,7.0
1587202860,3.3,7.3
1587202870,3.3,7.3
1587202880,3.3,7.9
1587202890,3.2,7.5
1587202900,3.2,7.4
1587202910,3.1,6.9
1587202920,3.1,7.0
1587202930,3.1,6.8
1587202940,3.1,6.9
1587202950,3.1,7.0
1587202960,3.1,6.8
1587202970,3.1,6.7
1587202980,3.0,6.8
1587202990,2.9,6.4
1587203000,3.0,6.5
1587203010,3.0,6.5
1587203020,3.0,6.6
1587203030,3.0,6.7
1587203040,3.1,6.8
1587203050,3.1,6.7
1587203060,3.1,6.9
1587203070,3.1,6.7
1587203080,2.8,6.2
1587203090,2.6,6.0
1587203100,2.6,5.8
1587203110,2.7,6.0
1587203120,2.7,5.9
1587203130,2.6,5.8
1587203140,2.6,5.6
1587203150,2.6,5.8
1587203160,2.6,5.8
1587203170,2.6,5.8
1587203180,2.5,5.2
1587203190,2.5,5.4
1587203200,2.6,5.5
1587203210,2.6,5.5
1587203220,2.6,5.6
1587203230,2.6,5.5
1587203240,2.7,5.5
1587203250,2.8,5.8
1587203260,2.8,5.7
1587203270,2.9,6.0
1587203280,2.9,5.9
1587203290,2.9,5.9
1587203300,2.9,6.0
1587203310,3.0,6.2
1587203320,3.0,6.2
1587203330,3.0,6.2
1587203340,3.0,5.9
1587203350,3.0,6.0
1587203360,3.0,5.8
1587203370,3.1,5.9
1587203380,3.0,5.9
1587203390,3.1,6.4
1587203400,3.2,7.5
1587203410,3.1,7.4
1587203420,3.2,7.7
1587203430,3.2,7.8
1587203440,3.1,7.8
1587203450,3.2,7.9
1587203460,3.3,7.6
1587203470,3.3,7.9
1587203480,3.3,7.9
1587203490,3.3,7.9
1587203500,3.3,7.8
1587203510,3.3,7.7
1587203520,3.3,7.8
1587203530,3.2,7.9
1587203540,3.4,8.1
1587203550,3.4,8.0
1587203560,3.4,8.0
1587203570,3.4,8.3
1587203580,3.4,8.4
1587203590,3.3,8.4
1587203600,3.3,8.5
1587203610,3.2,8.4
1587203620,3.2,8.5
1587203630,3.2,8.5
1587203640,3.2,8.6
1587203650,3.2,8.4
1587203660,3.2,8.9
1587203670,3.3,9.2
1587203680,3.4,9.5
1587203690,3.4,9.3
1587203700,3.4,8.4
1587203710,3.3,8.1
1587203720,3.3,8.0
1587203730,3.3,7.9
1587203740,3.3,8.1
1587203750,3.3,7.9
1587203760,3.2,7.8
1587203770,3.2,7.7
1587203780,3.2,7.7
1587203790,3.2,7.6
1587203800,3.2,7.8
1587203810,3.2,7.9
1587203820,3.2,9.1
1587203830,3.2,8.9
1587203840,3.0,8.6
1587203850,2.9,8.5
1587203860,2.9,8.7
1587203870,2.9,8.6
1587203880,2.8,8.3
1587203890,2.8,8.3
1587203900,2.8,8.1
1587203910,2.7,8.0
1587203920,2.7,8.0
1587203930,2.7,8.2
1587203940,2.7,8.1
1587203950,2.7,8.2
1587203960,2.7,7.8
1587203970,2.6,8.8
1587203980,2.5,8.9
1587203990,2.4,8.8
1587204000,2.4,8.6
1587204010,2.5,9.0
1587204020,2.5,8.8
1587204030,2.5,9.0
1587204040,2.4,8.8
1587204050,2.4,8.9
1587204060,2.4,8.9
1587204070,2.4,8.8
1587204080,2.3,8.5
1587204090,2.4,8.7
1587204100,2.4,8.5
1587204110,2.4,8.3
1587204120,2.4,7.9
1587204130,2.4,7.9
1587204140,2.3,7.8
1587204150,2.3,7.8
1587204160,2.3,7.5
1587204170,2.2,7.2
1587204180,2.3,7.3
1587204190,2.4,7.5
1587204200,2.4,7.6
1587204210,2.5,9.7
1587204220,2.5,9.5
1587204230,2.4,9.5
1587204240,2.4,11.1
1587204250,2.5,11.1
1587204260,2.5,11.0
1587204270,2.5,9.6
1587204280,2.4,9.4
1587204290,2.5,9.3
1587204300,2.5,9.4
1587204310,2.5,9.4
1587204320,2.5,9.4
1587204330,2.4,9.4
1587204340,2.4,9.5
1587204350,2.4,9.4
1587204360,2.4,9.6
1587204370,2.4,9.7
1587204380,2.4,9.7
1587204390,2.4,9.6
1587204400,2.4,9.7
1587204410,2.3,9.6
1587204420,2.3,8.7
1587204430,2.3,8.7
1587204440,2.3,8.7
1587204450,2.3,8.8
1587204460,2.3,8.9
1587204470,2.3,8.7
1587204480,2.3,8.7
1587204490,2.3,8.6
1587204500,2.2,8.6
1587204510,2.2,6.6
1587204520,2.2,6.8
1587204530,2.3,6.6
1587204540,2.3,5.1
1587204550,2.2,5.1
1587204560,2.2,5.3
1587204570,2.2,5.2
1587204580,2.2,5.2
1587204590,2.3,5.5
1587204600,2.3,5.5
1587204610,2.3,5.5
