ts,pm25,pm10
1614564000,,28.00
1614567600,,32.50
1614571200,,33.67
1614574800,,33.75
1614578400,,33.20
1614582000,,32.50
1614585600,,28.08
1614589200,,27.83
1614592800,,27.61
1614596400,,27.22
1614600000,,27.23
1614603600,,27.91
1614607200,,28.43
1614610800,,28.65
1614614400,,28.83
1614618000,,29.04
1614621600,,29.30
1614625200,,29.57
1614628800,,29.74
1614632400,,29.91
1614636000,,30.13
1614639600,,30.43
1614643200,,26.00
1614650400,,36.00
1614654000,,35.50
1614657600,,35.33
1614661200,,35.00
1614664800,,35.00
1614668400,,35.33
1614672000,,32.57
1614675600,,33.00
1614679200,,33.17
1614682800,,34.04
1614686400,,34.58
1614690000,,34.29
1614693600,,33.96
1614697200,,33.83
1614700800,,34.00
1614704400,,34.42
1614708000,,34.61
1614711600,,35.75
1614715200,,36.62
1614718800,,37.50
1614722400,,38.46
1614726000,,39.62
1614729600,,37.00
1614736800,,66.00
1614740400,,69.00
1614744000,,72.00
1614747600,,75.00
1614751200,,76.80
1614754800,,77.50
1614758400,,53.88
1614762000,,55.00
1614765600,,55.96
1614769200,,56.79
1614772800,,57.62
1614776400,,58.83
1614780000,,60.33
1614783600,,62.00
1614787200,,63.67
1614790800,,65.25
1614794400,,67.00
1614798000,,67.87
1614801600,,70.92
1614805200,,73.08
1614808800,,75.33
1614812400,,77.46
1614816000,,66.00
1614823200,,104.00
1614826800,,104.00
1614830400,,103.00
1614834000,,101.00
1614837600,,99.60
1614841200,,98.33
1614844800,,86.92
1614848400,,88.12
1614852000,,89.29
1614855600,,90.33
1614859200,,91.79
1614862800,,93.17
1614866400,,93.92
1614870000,,93.96
1614873600,,93.62
1614877200,,93.33
1614880800,,93.00
1614884400,,92.67
1614888000,,92.38
1614891600,,92.17
1614895200,,91.75
1614898800,,91.12
1614902400,,103.00
1614909600,,87.00
1614913200,,88.00
1614916800,,88.00
1614920400,,84.75
1614924000,,79.60
1614927600,,75.00
1614931200,,82.71
1614934800,,81.50
1614938400,,80.54
1614942000,,79.17
1614945600,,77.12
1614949200,,74.96
1614952800,,73.29
1614956400,,72.04
1614960000,,71.21
1614963600,,70.58
1614967200,,69.96
1614970800,,69.42
1614974400,,68.52
1614978000,,68.42
1614981600,,67.75
1614985200,,66.58
1614988800,,92.00
1614996000,,55.00
1614999600,,57.00
1615003200,,55.33
1615006800,,54.00
1615010400,,53.00
1615014000,,52.50
1615017600,,51.71
1615021200,,57.12
1615024800,,56.29
1615028400,,56.04
1615032000,,55.92
1615035600,,55.29
1615039200,,54.62
1615042800,,54.08
1615046400,,53.42
1615050000,,52.50
1615053600,,51.25
1615057200,,49.54
1615060800,,48.26
1615064400,,44.92
1615068000,,42.83
1615071600,,41.58
1615075200,,53.00
1615082400,,27.00
1615086000,,25.50
1615089600,,26.33
1615093200,,27.00
1615096800,,27.20
1615100400,,27.33
1615104000,,32.58
1615107600,,31.75
1615111200,,30.92
1615114800,,29.92
1615118400,,29.04
1615122000,,28.46
1615125600,,27.83
1615129200,,27.00
1615132800,,25.92
1615136400,,24.79
1615140000,,23.96
1615143600,,23.50
1615147200,,23.25
1615150800,,22.83
1615154400,,22.38
1615158000,,21.71
1615161600,,33.00
1615168800,,23.00
1615172400,,24.00
1615176000,,24.00
1615179600,,23.75
1615183200,,23.00
1615186800,,22.17
1615190400,,19.21
1615194000,,18.96
1615197600,,18.79
1615201200,,18.83
1615204800,,18.54
1615208400,,18.50
1615212000,,18.71
1615215600,,19.12
1615219200,,19.54
1615222800,,19.67
1615226400,,19.46
1615230000,,18.92
1615233600,,18.58
1615237200,,18.38
1615240800,,17.96
1615244400,,17.50
1615248000,,16.88
1615251600,,16.17
1615255200,,15.58
1615258800,,15.08
1615262400,,14.62
1615266000,,14.12
1615269600,,13.75
1615273200,,13.38
1615276800,,12.92
1615280400,,12.54
1615284000,,12.21
1615287600,,11.79
1615291200,,11.75
1615294800,,11.50
1615298400,,11.08
1615302000,,10.62
1615305600,,10.25
1615309200,,9.92
1615312800,,9.79
1615316400,,9.79
1615320000,,9.78
1615323600,,9.67
1615327200,,9.58
1615330800,,9.58
1615334400,,9.62
1615338000,,9.62
1615341600,,9.46
1615345200,,9.21
1615348800,,9.04
1615352400,,8.88
1615356000,,8.88
1615359600,,9.33
1615363200,,9.79
1615366800,,10.29
1615370400,,10.62
1615374000,,11.00
1615377600,,11.17
1615381200,,11.38
1615384800,,11.62
1615388400,,11.83
1615392000,,12.04
1615395600,,12.38
1615399200,,12.54
1615402800,,12.67
1615406400,,12.62
1615410000,,12.71
1615413600,,12.83
1615417200,,12.83
1615420800,,8.00
1615428000,,17.00
1615431600,,23.00
1615435200,,26.67
1615438800,,27.75
1615442400,,28.60
1615446000,,28.83
1615449600,,18.29
1615453200,,18.42
1615456800,,19.08
1615460400,,19.33
1615464000,,19.62
1615467600,,20.29
1615471200,,20.54
1615474800,,20.54
1615478400,,20.29
1615482000,,20.04
1615485600,,19.83
1615489200,,19.67
1615492800,,19.67
1615496400,,19.58
1615500000,,19.46
1615503600,,19.21
1615507200,,14.00
1615514400,,2.00
1615518000,,1.50
1615521600,,2.67
1615525200,,3.50
1615528800,,4.00
1615532400,,4.67
1615536000,,11.58
1615539600,,10.92
1615543200,,9.88
1615546800,,9.00
1615550400,,8.21
1615554000,,7.00
1615557600,,6.39
1615561200,,5.67
1615564800,,5.46
1615568400,,5.29
1615572000,,5.17
1615575600,,5.00
1615579200,,4.67
1615582800,,4.29
1615586400,,4.08
1615590000,,4.21
1615593600,,5.00
1615600800,,10.00
1615604400,,10.50
1615608000,,12.67
1615611600,,13.50
1615615200,,14.00
1615618800,,13.83
1615622400,,13.71
1615626000,,14.00
1615629600,,7.71
1615633200,,7.83
1615636800,,7.96
1615640400,,8.12
1615644000,,8.42
1615647600,,8.58
1615651200,,8.62
1615654800,,8.67
1615658400,,8.67
1615662000,,8.71
1615665600,,9.04
1615669200,,8.83
1615672800,,8.92
1615676400,,8.96
1615680000,,14.00
1615687200,,18.00
1615690800,,18.00
1615694400,,17.67
1615698000,,17.50
1615701600,,17.40
1615705200,,17.50
1615708800,,17.29
1615712400,,10.17
1615716000,,10.33
1615719600,,10.38
1615723200,,10.33
1615726800,,10.33
1615730400,,10.12
1615734000,,10.00
1615737600,,9.96
1615741200,,9.92
1615744800,,9.92
1615748400,,9.92
1615752000,,9.83
1615755600,,9.96
1615759200,,10.00
1615762800,,10.00
1615766400,,9.83
1615770000,,9.42
1615773600,,9.04
1615777200,,8.67
1615780800,,8.21
1615784400,,7.71
1615788000,,7.25
1615791600,,6.83
1615795200,,6.50
1615798800,,6.25
1615802400,,5.88
1615806000,,5.92
1615809600,,6.38
1615813200,,6.75
1615816800,,7.17
1615820400,,7.46
1615824000,,7.62
1615827600,,7.88
1615831200,,8.04
1615834800,,8.12
1615838400,,8.25
1615842000,,8.33
1615845600,,8.50
1615849200,,8.50
1615852800,,8.54
1615856400,,8.67
1615860000,,8.67
1615863600,,8.62
1615867200,,8.67
1615870800,,8.71
1615874400,,8.75
1615878000,,8.88
1615881600,,9.00
1615885200,,9.17
1615888800,,9.17
1615892400,,8.83
1615896000,,8.22
1615899600,,8.35
1615903200,,8.78
1615906800,,8.78
1615910400,,8.78
1615914000,,8.70
1615917600,,8.74
1615921200,,8.83
1615924800,,8.87
1615928400,,8.78
1615932000,,8.61
1615935600,,8.52
1615939200,,8.30
1615942800,,8.04
1615946400,,7.87
1615950000,,7.74
1615953600,,7.65
1615957200,,7.52
1615960800,,7.35
1615964400,,6.96
1615968000,,6.57
1615971600,,6.13
1615975200,,6.17
1615978800,,6.42
1615982400,,6.67
1615986000,,6.33
1615989600,,5.75
1615993200,,5.71
1615996800,,5.75
1616000400,,5.71
1616004000,,5.54
1616007600,,5.38
1616011200,,5.29
1616014800,,5.29
1616018400,,5.25
1616022000,,5.12
1616025600,,5.04
1616029200,,4.92
1616032800,,4.79
1616036400,,4.75
1616040000,,4.71
1616043600,,4.79
1616047200,,4.92
1616050800,,5.08
1616054400,,5.21
1616058000,,5.33
1616061600,,5.46
1616065200,,5.54
1616068800,,5.54
1616072400,,5.50
1616076000,,5.33
1616079600,,5.12
1616083200,,5.04
1616086800,,5.08
1616090400,,5.21
1616094000,,5.29
1616097600,,5.33
1616101200,,5.50
1616104800,,5.67
1616108400,,5.92
1616112000,,6.12
1616115600,,6.29
1616119200,,6.71
1616122800,,7.12
1616126400,,7.21
1616130000,,7.12
1616133600,,7.00
1616137200,,6.88
1616140800,,6.92
1616144400,,6.92
1616148000,,6.88
1616151600,,6.83
1616155200,,6.71
1616158800,,6.62
1616162400,,6.62
1616166000,,6.62
1616169600,,6.54
1616173200,,6.38
1616176800,,6.25
1616180400,,6.25
1616184000,,6.17
1616187600,,5.92
1616191200,,5.71
1616194800,,5.42
1616198400,,5.21
1616202000,,5.08
1616205600,,4.62
1616209200,,4.08
1616212800,,3.88
1616216400,,3.79
1616220000,,3.71
1616223600,,3.71
1616227200,,3.54
1616230800,,3.38
1616234400,,3.12
1616238000,,2.92
1616241600,,2.88
1616245200,,2.92
1616248800,,3.00
1616252400,,3.08
1616256000,,3.17
1616259600,,3.25
1616263200,,3.25
1616266800,,3.12
1616270400,,3.12
1616274000,,3.17
1616277600,,3.29
1616281200,,3.50
1616284800,,3.67
1616288400,,3.96
1616292000,,4.08
1616295600,,4.08
1616299200,,4.08
1616302800,,4.21
1616306400,,4.54
1616310000,,4.79
1616313600,,5.12
1616317200,,5.46
1616320800,,5.75
1616324400,,5.83
1616328000,,6.00
1616331600,,6.17
1616335200,,6.21
1616338800,,6.29
1616342400,,6.25
1616346000,,6.21
1616349600,,6.17
1616353200,,6.17
1616356800,,6.12
1616360400,,6.04
1616364000,,5.88
1616367600,,5.83
1616371200,,5.83
1616374800,,5.75
1616378400,,5.79
1616382000,,6.25
1616385600,,6.88
1616389200,,7.58
1616392800,,8.12
1616396400,,8.62
1616400000,,9.12
1616403600,,9.58
1616407200,,10.04
1616410800,,10.46
1616414400,,10.58
1616418000,,10.67
1616421600,,10.88
1616425200,,10.92
1616428800,,10.96
1616432400,,10.96
1616436000,,10.96
1616439600,,10.96
1616443200,,11.04
1616446800,,11.29
1616450400,,11.79
1616454000,,12.54
1616457600,,13.42
1616461200,,14.25
1616464800,,15.12
1616468400,,15.50
1616472000,,15.58
1616475600,,15.50
1616479200,,15.50
1616482800,,15.58
1616486400,,15.58
1616490000,,16.00
1616493600,,16.25
1616497200,,16.46
1616500800,,16.79
1616504400,,17.00
1616508000,,17.17
1616511600,,17.50
1616515200,,17.79
1616518800,,17.96
1616522400,,18.12
1616526000,,18.87
1616529600,,18.38
1616533200,,18.46
1616536800,,18.79
1616540400,,19.12
1616544000,,27.00
1616551200,,31.00
1616554800,,32.00
1616558400,,34.33
1616562000,,33.75
1616565600,,33.75
1616569200,,27.17
1616572800,,20.21
1616576400,,20.12
1616580000,,19.83
1616583600,,20.22
1616587200,,20.22
1616590800,,20.17
1616594400,,20.38
1616598000,,20.54
1616601600,,20.62
1616605200,,20.88
1616608800,,21.12
1616612400,,21.87
1616616000,,21.25
1616619600,,21.38
1616623200,,21.08
1616626800,,20.42
1616630400,,29.00
1616637600,,25.00
1616641200,,28.00
1616644800,,18.92
1616648400,,18.71
1616652000,,19.12
1616655600,,19.67
1616659200,,20.04
1616662800,,20.21
1616666400,,20.08
1616670000,,20.08
1616673600,,20.29
1616677200,,20.42
1616680800,,20.38
1616684400,,20.50
1616688000,,20.50
1616691600,,20.17
1616695200,,19.83
1616698800,,19.71
1616702400,,19.54
1616706000,,19.21
1616709600,,19.04
1616713200,,19.08
1616716800,,19.00
1616724000,,14.00
1616727600,,16.00
1616731200,,18.67
1616734800,,20.00
1616738400,,20.40
1616742000,,20.33
1616745600,,17.25
1616749200,,17.00
1616752800,,17.12
1616756400,,17.38
1616760000,,17.46
1616763600,,17.38
1616767200,,17.13
1616770800,,18.25
1616774400,,19.54
1616778000,,21.42
1616781600,,23.21
1616785200,,24.09
